[0.005348171357571174, 0.746799200475393, 0.0, 0.2138728323699422, 1.0, 0.0, 0.03932796715466479, 0.04148747786491273, 0.007083227928155831, 0.06931444472552492, 0.0010118897040222615, 0.0, 0.09031115608398685, 0.06476094105742473, 0.0027826966860612194, 0.002023779408044523, 0.0, 0.019478876802428536, 0.10574247407032633, 0.021502656210473058, 0.05034151277510751, 0.00025297242600556537, 0.0035416139640779155, 0.0035416139640779155, 0.0789273969137364, 0.02529724260055654, 0.06551985833544144, 0.0015178345560333923, 0.00025297242600556537, 0.0027826966860612194, 0.0, 0.026056159878573234, 0.0012648621300278269, 0.04325828484695168, 0.043005312420946115, 0.009107007336200354, 0.021755628636478622, 0.020743738932456363, 0.012142676448267139, 0.0025297242600556538, 0.005312420946116873, 0.0, 0.007336200354161397, 0.06476094105742473, 0.041993422716923856, 7.567164179104478, 0.32285336856010566, 0.024834874504623513, 0.1357992073976222, 3.652311756935271, 21.62857142857143, 78.99428571428571, 1640, 887, 514, 138];austen;austen-emma
[0.0022586664047923007, 0.7710890700186586, 0.0, 0.20121771580084455, 1.0, 0.0, 0.027693214180496906, 0.015033867503717165, 0.001321658681645465, 0.02626796629770362, 0.0008260366760284157, 0.0, 0.037006443086073024, 0.022963819593589955, 0.0006608293408227325, 0.0009912440112340988, 0.0, 0.0042953907153477616, 0.04427556583512308, 0.006938708078638692, 0.018007599537419462, 0.0, 0.0004956220056170494, 0.001321658681645465, 0.016025111514951264, 0.011729720799603502, 0.01833801420783083, 0.0008260366760284157, 0.0006608293408227325, 0.0004956220056170494, 0.0, 0.009747232777135306, 0.0, 0.011234098793986453, 0.021972575582355856, 0.005947464067404593, 0.011234098793986453, 0.0009912440112340988, 0.0004956220056170494, 0.0016520733520568314, 0.0009912440112340988, 0.0004956220056170494, 0.0018172806872625144, 0.03320667437634231, 0.007434330084255741, 8.530864197530864, 0.29259634888438135, 0.038539553752535496, 0.2033468559837728, 3.9817444219066935, 25.28205128205128, 100.66666666666667, 896, 619, 401, 94];austen;austen-emma
[0.006906521040796659, 0.7502409251525859, 0.00016061676839062, 0.20896241567619658, 1.0, 0.0, 0.04063604240282685, 0.014507892293407614, 0.001160631383472609, 0.019730733519034354, 0.001160631383472609, 0.0, 0.027623026926648097, 0.018454038997214484, 0.0008124419684308263, 0.0006963788300835655, 0.0, 0.006267409470752089, 0.032961931290622096, 0.0054549675023212625, 0.017989786443825442, 0.0, 0.0009285051067780873, 0.0010445682451253482, 0.020891364902506964, 0.008588672237697307, 0.02170380687093779, 0.0006963788300835655, 0.00034818941504178273, 0.0008124419684308263, 0.0, 0.00510677808727948, 0.0005803156917363045, 0.010329619312906222, 0.012070566388115135, 0.00510677808727948, 0.007892293407613741, 0.004062209842154132, 0.003714020427112349, 0.001160631383472609, 0.00127669452181987, 0.0, 0.001160631383472609, 0.019962859795728878, 0.01288300835654596, 6.9185185185185185, 0.3164710643464185, 0.027114528530959126, 0.18413597733711048, 3.7814649939295832, 18.71969696969697, 70.78787878787878, 1056, 721, 455, 101];austen;austen-emma
[0.008481532147742818, 0.7426538987688098, 0.0, 0.21351573187414502, 1.0, 0.0, 0.043830369357045144, 0.011694969561038129, 0.0016821531560397309, 0.020906760653636655, 0.0004806151874399231, 8.010253123998718e-05, 0.02899711630887536, 0.02162768343479654, 0.001361743031079782, 0.000881127843639859, 0.0, 0.005286767061839154, 0.030599166933675103, 0.007850048061518743, 0.015139378404357577, 0.0003204101249599487, 0.0004005126561999359, 0.0009612303748798462, 0.02451137455943608, 0.008330663248958666, 0.022588913809676387, 0.0004005126561999359, 0.0004806151874399231, 0.0005607177186799103, 0.0, 0.008330663248958666, 0.0004005126561999359, 0.012576097404677989, 0.011054149311118231, 0.0042454341557193204, 0.005767382249279077, 0.006968920217878885, 0.005286767061839154, 0.0004806151874399231, 0.0015219480935597565, 0.00024030759371996156, 0.0019224607497596924, 0.01682153156039731, 0.01650112143543736, 7.329896907216495, 0.33834182988999195, 0.026831231553528307, 0.13227797155889456, 3.641534746444862, 21.176136363636363, 77.11363636363636, 1636, 878, 493, 134];austen;austen-emma
[0.006182560513269175, 0.752405949256343, 0.00011665208515602216, 0.20886555847185767, 1.0, 0.0, 0.038611840186643334, 0.008579421821572893, 0.0011190550202051601, 0.014920733602735468, 0.00043518806341311784, 6.216972334473111e-05, 0.022940627914205782, 0.012371774945601492, 0.0006838669567920423, 0.0006838669567920423, 0.0, 0.0044762200808206405, 0.025427416847995026, 0.005346596207646876, 0.010506683245259558, 6.216972334473111e-05, 0.0004973577867578489, 0.0011812247435498912, 0.01504507304942493, 0.005160087037612683, 0.015231582219459123, 0.0006838669567920423, 0.00043518806341311784, 0.0011190550202051601, 0.0, 0.006030463164438918, 0.00024867889337892445, 0.009201119055020204, 0.010693192415293751, 0.00391669257071806, 0.004600559527510102, 0.0027976375505129004, 0.0024867889337892445, 0.0009947155735156978, 0.0008703761268262357, 6.216972334473111e-05, 0.0013055641902393535, 0.015293751942803855, 0.009201119055020204, 7.83125, 0.32226107226107226, 0.028263403263403264, 0.15326340326340326, 3.7593240093240095, 22.88, 86.01333333333334, 1531, 875, 526, 136];austen;austen-emma
[0.005247048535198951, 0.7492348054219502, 0.0, 0.21221396297915757, 1.0, 0.0, 0.03855123159889229, 0.005152741994847258, 0.000841263999158736, 0.01046322098953678, 0.000420631999579368, 0.0, 0.016509805983490194, 0.008202323991797676, 0.000420631999579368, 0.000157736999842263, 0.0, 0.003943424996056575, 0.015142751984857247, 0.003102160996897839, 0.007834270992165729, 0.0, 0.000210315999789684, 0.000893842999106157, 0.011357063988642935, 0.004469214995530785, 0.010200325989799674, 0.000157736999842263, 0.000157736999842263, 0.000420631999579368, 0.0, 0.005100162994899837, 0.000105157999894842, 0.007518796992481203, 0.005100162994899837, 0.003259897996740102, 0.002734107997265892, 0.002260896997739103, 0.002734107997265892, 0.000630947999369052, 0.000788684999211315, 0.0, 0.000368052999631947, 0.007834270992165729, 0.008254902991745097, 8.488549618320612, 0.3362038033728023, 0.027628274129888768, 0.15069967707212056, 3.688912809472551, 22.11904761904762, 81.5952380952381, 1284, 716, 420, 122];austen;austen-emma
[0.007737752914727871, 0.7580383750718879, 0.0, 0.2052072985831547, 1.0, 0.0, 0.03675432634495739, 0.006601233388343611, 0.0005211500043429167, 0.011335012594458438, 0.0007382958394857986, 0.0, 0.0171110918092591, 0.01033614175280118, 0.0004342916702857639, 0.00021714583514288196, 0.0, 0.0036046208633718404, 0.018500825154173544, 0.0029531833579431945, 0.007643533397029445, 0.0, 0.00030400416920003476, 0.00030400416920003476, 0.012681316772344306, 0.0052983583774863195, 0.010900720924172675, 0.00017371666811430558, 0.00021714583514288196, 0.00034743333622861116, 0.0, 0.0054720750456006256, 0.00021714583514288196, 0.007773820898115174, 0.008598975071658126, 0.0039086250325718755, 0.003995483366629028, 0.0028228958568574654, 0.0011291583427429862, 0.0006080083384000695, 0.0005211500043429167, 0.0, 0.0005211500043429167, 0.012594458438287154, 0.007860679232172327, 8.306748466257668, 0.313938111610685, 0.0333245173234594, 0.15128272943665697, 3.8346998148637925, 26.075862068965517, 99.99310344827586, 1719, 939, 572, 129];austen;austen-emma
[0.006018602954586905, 0.7697428415101222, 0.0, 0.19916104322451214, 1.0, 0.0, 0.031096115265365674, 0.00423276237192927, 0.0003164682147236837, 0.005735986391866767, 0.00023735116104276277, 0.0, 0.00937537086118913, 0.006210688713952292, 0.00015823410736184185, 0.00023735116104276277, 0.0, 0.0018196922346611813, 0.009652280549072353, 0.0022548360299062464, 0.002927330986194074, 3.955852684046046e-05, 0.00027690968788322324, 0.00023735116104276277, 0.0051030499624193995, 0.0026899798251513113, 0.005261284069781241, 0.0003955852684046046, 0.00023735116104276277, 0.0001977926342023023, 3.955852684046046e-05, 0.0029668895130345345, 0.00011867558052138138, 0.0039558526840460465, 0.004549230586652953, 0.0019779263420230233, 0.0026899798251513113, 0.0004351437952450651, 0.00011867558052138138, 0.00027690968788322324, 0.0003955852684046046, 3.955852684046046e-05, 0.00023735116104276277, 0.0072392104118042646, 0.0025317457177894695, 9.24, 0.29017013232514177, 0.04300567107750473, 0.21833648393194707, 3.989130434782609, 30.666666666666668, 122.33333333333333, 981, 688, 462, 105];austen;austen-emma
[0.006659910235992471, 0.772839148689735, 0.0, 0.1976255972202114, 1.0, 0.0, 0.02953525409005357, 0.0022497187851518562, 0.00026246719160104987, 0.0040494938132733405, 0.0001124859392575928, 0.0, 0.005999250093738283, 0.003487064116985377, 0.00018747656542932134, 7.499062617172853e-05, 0.0, 0.0010873640794900638, 0.006561679790026247, 0.0012373453318335209, 0.0023247094113235845, 0.0, 0.00026246719160104987, 0.0004499437570303712, 0.002512185976752906, 0.0018747656542932134, 0.002662167229096363, 0.00014998125234345707, 7.499062617172853e-05, 0.0001124859392575928, 3.749531308586427e-05, 0.0017997750281214847, 0.0, 0.0024746906636670418, 0.0024746906636670418, 0.0009748781402324709, 0.0011248593925759281, 0.0, 3.749531308586427e-05, 0.00026246719160104987, 3.749531308586427e-05, 3.749531308586427e-05, 7.499062617172853e-05, 0.0035995500562429695, 0.0010123734533183351, 8.88, 0.2858231707317073, 0.051829268292682924, 0.2660060975609756, 4.0685975609756095, 24.296296296296298, 98.85185185185185, 626, 482, 349, 55];austen;austen-emma
[0.0032924693520140105, 0.7499124343257443, 0.0, 0.21288966725043784, 1.0, 0.0, 0.03719789842381786, 0.003533449993269619, 0.0004711266657692825, 0.006831336653654597, 0.00020191142818683537, 0.0, 0.011172432359671558, 0.005855431417418226, 0.0003028671422802531, 0.00013460761879122358, 0.0, 0.0037017095167586485, 0.010701305693902275, 0.00205276618656616, 0.0033651904697805895, 3.3651904697805894e-05, 0.00026921523758244715, 0.00033651904697805894, 0.008177412841566832, 0.002523892852335442, 0.0063265580831875085, 0.0003028671422802531, 3.3651904697805894e-05, 0.00033651904697805894, 0.0, 0.0034661461838740074, 0.00013460761879122358, 0.006292906178489702, 0.00205276618656616, 0.0018508547583793243, 0.001615291425494683, 0.0020191142818683535, 0.001615291425494683, 0.00026921523758244715, 0.0007739938080495357, 0.0, 0.0003028671422802531, 0.0036680576120608427, 0.005485260465742361, 8.534722222222221, 0.3578549329666552, 0.033344792024750776, 0.15675489859058095, 3.6799587487108973, 22.206106870229007, 81.7175572519084, 1336, 754, 456, 112];austen;austen-emma
